PromptID,PMCID,Outcome,Intervention,Comparator
13718,2365983,costs,total laparoscopic restorative proctocolectomy,hand-assisted laparoscopic restorative proctocolectomy 
13719,5807510,the rate of genetic diagnosis within 28 days,rWGS plus standard genetic tests,standard genetic tests alone
13720,5807510,the rate of neonatal diagnosis,rWGS plus standard genetic tests,standard genetic tests alone
13721,5807510,Median age at diagnosis and median time to diagnosis,rWGS plus standard genetic tests,standard genetic tests alone
13722,4364332,positive response to the first invitation letter,trial invitation letter containing an incentive offer of £100,standard trial invitation letter
13723,5842245,GSI from Symptoms Checklist-90 or PSS Perceived Stress Scale-14 or PSQI Pittsburgh Sleep Quality Index,Music therapy intervention (iMT),"The iMBI (In Swedish: Mindfulness Grundkurs 2.0 from Mindfulnesscenter AB, Sweden)"
13724,5863299,Circulating nitric oxide levels,Danhong injection combined with Naoxintong capsule for 12 weeks,placebo
13725,5863299,Circulating levels of endothelin-1 (ET-1) and von Willebrand factor (VWF),Danhong injection combined with Naoxintong capsule for 12 weeks,placebo
13726,5863299, left ventricular ejection fraction,Danhong injection combined with Naoxintong capsule for 12 weeks,placebo
13727,5863299,The overall response rate,Danhong injection combined with Naoxintong capsule for 12 weeks,placebo
13728,5659607,risk of asthma/recurrent wheeze,"vitamin D3 (4,000 IU/d)",control
13729,5741948,adjusted health and social care costs,treatment as usual with an integrated health promotion intervention (IMPaCT),standard community mental health team care (treatment as usual)
13730,5741948,societal costs,treatment as usual with an integrated health promotion intervention (IMPaCT),standard community mental health team care (treatment as usual)
13731,5741948,"SF-36 mental component or SF-36 physical component  or , QALYs estimated from the SF-36 or QALYs estimated from the EQ-5D-3 L (",treatment as usual with an integrated health promotion intervention (IMPaCT),standard community mental health team care (treatment as usual)
13732,4734805,The central retinal thickness,bromfenac 0.09% ophthalmic solution,nepafenac 0.1%
13733,3656395,"diabetes outcome measures (HbA1c, blood pressure, cholesterol, BMI).",a comprehensive programme,usual care
13734,5850768,Immunogenicity,3 mg/kg of SB2 ,3 mg/kg of infliximab
13735,5850768,The overall efficacy,3 mg/kg of SB2 ,3 mg/kg of infliximab
13736,5850768,the safety profile,3 mg/kg of SB2 ,3 mg/kg of infliximab
13737,3643086,"temporal variation of biomarker levels (IL-6, VCAM-1, ET-1)",atorvastatin 80 mg/day,placebo
13738,3643086,intrahospital mortality rate,atorvastatin 80 mg/day,placebo
13739,5866333,growth hormone (GH),sitagliptin,placebo
13740,5866333,Vasodilation and tissue plasminogen activator (tPA) activity in women,sitagliptin,placebo
13741,5866333,"free insulin–like growth factor‐1, GH",sitagliptin,placebo
13742,5866333,vascular resistance,sitagliptin,placebo
13743,3680603,Cardiac markers (isoenzyme creatine kinase with muscle and brain subunits [CK-MB] or troponin-I) and the brain natriuretic peptide,"5,000 U/kg ulinastatin",normal saline
13744,3680603,"fibrinogen, creatinine, lactate, and aspartate aminotransferase (AST)","5,000 U/kg ulinastatin",normal saline
13745,3680603,"duration of mechanical ventilator support, ICU stay, chest tube drainage for postoperative 6 hours, chest tube indwelling time, hospital stay, transfusion amounts, or postoperative complications","5,000 U/kg ulinastatin",normal saline
13746,3634976,quadrivalent meningococcal serogroups A -  vaccine response (VR) rate,"MenACWY-TT, Nimenrix™","GlaxoSmithKline, Belgium"
13747,5805261,"number of ablation, ablation time, and energy delivery",switching bipolar (SB) radiofrequency ablation (RFA),switching monopolar (SM) separable clustered (SC) electrodes
13748,5805261,Ablation volume,switching bipolar (SB) radiofrequency ablation (RFA),switching monopolar (SM) separable clustered (SC) electrodes
13749,5805261,free survival rates,switching bipolar (SB) radiofrequency ablation (RFA),switching monopolar (SM) separable clustered (SC) electrodes
13750,3668104,bispectral index (BIS) at 90 min," Group B dexmedetomidine 0.2 µg/kg/hr,  Group C dexmedetomidine 0.4 µg/kg/hr",Group A - normal saline
13751,3668104,bispectral index (BIS),Group C dexmedetomidine 0.4 µg/kg/hr,"Group A - normal saline, dexmedetomidine 0.2 µg/kg/hr - Group B"
13752,3668104,heart rate and mean arterial pressure,Group C dexmedetomidine 0.4 µg/kg/hr,"Group A - normal saline, dexmedetomidine 0.2 µg/kg/hr - Group B"
13753,3668104,"post anesthetic care unit (PACU), modified aldrete score (MAS) for 30 min"," Group B dexmedetomidine 0.2 µg/kg/hr,  Group C dexmedetomidine 0.4 µg/kg/hr",Group A - normal saline
13754,3702091,"anxiety by 27%, depression by 37%  and C-reactive proteins",strength and endurance training,experimental and control
13755,5985618,Mean rank of pain score,temperature-controlled radiofrequency (TC-RF) tonsil ablation - Group A,CO2-laser cryptolysis (CO2-LC) - Group B
13756,5985618,The amount of bleeding,temperature-controlled radiofrequency (TC-RF) tonsil ablation - Group A,CO2-laser cryptolysis (CO2-LC) - Group B
13757,5985618,duration of procedure,temperature-controlled radiofrequency (TC-RF) tonsil ablation - Group A,CO2-laser cryptolysis (CO2-LC) - Group B
13758,3641305,INH-related drug-induced liver injury,STD-treatment: approx. 5&nbsp;mg/kg of isoniazid for all),NAT2 genotype-guided treatment (PGx-treatment)
13759,3641305,combined unfavorable events,STD-treatment: approx. 5&amp;nbsp;mg/kg of isoniazid for all),NAT2 genotype-guided treatment (PGx-treatment)
13760,2836833,Fecal fat loss,1500 mg calcium,500 mg calcium
13761,2836833,Urinary calcium excretion,1500 mg calcium,500 mg calcium
13762,2836833,weight loss,1500 mg calcium,500 mg calcium
13763,2836833,systolic or diastolic blood pressure,1500 mg calcium,500 mg calcium
13764,5789501,range of motion and SPADI at 4-week,anatomical landmark-guided (LMG) technique,Suprascapular nerve block (SSNB) using the ultrasound guidance
13765,4748460,"visual analogue pain score (VAS), the Knee Osteoarthritis Outcome Score (KOOS), Knee Quality of Life (KQoL) scale, maximum hopping distance and number of knee bends",photo-activated (PA) platelet-rich plasma (PRP),hyaluronic acid (HA)
13766,4028193,Depression (Beck Depression Inventory II; BDI-II),Internet-based computerized cognitive behavior therapy (iCBT) program in Manga format,control
13767,4028193,Kessler's psychological distress scale (K6),Internet-based computerized cognitive behavior therapy (iCBT) program in Manga format,control
13768,1936417,satisfied with labor and delivery,group in which support was permitted,group in which there was no support
13769,5732507,infant HIV status at 6&nbsp;weeks and at 12&nbsp;months,enhanced intervention (EI) condition of SC PMTCT plus the “Protect Your Family” intervention prevention of mother-to-child-transmission (PMTCT) of HIV,standard care (SC) condition plus time-equivalent attention-control on disease prevention
13770,5844532,improved cross-sectional area (CSA),RGTA® (OTR4131)—Equitend®,placebo
13771,5844532,"pre-injury performance level, racing in, and winning",RGTA® (OTR4131)—Equitend®,placebo
13772,5844532,recurrence,RGTA® (OTR4131)—Equitend®,placebo
13773,2699714,A1C level,etanercept therapy,placebo
13774,2699714,C-peptide,etanercept therapy,placebo
13775,2699714,insulin dose,etanercept therapy,placebo
13776,2921405,diarrhea,2.4 g/day of prebiotic oligosaccharide and 1.9×107 colony forming unit (c.f.u)/day of probiotic Bifidobacterium lactis HN019,control milk
13777,2921405,dysentery episodes,2.4 g/day of prebiotic oligosaccharide and 1.9×107 colony forming unit (c.f.u)/day of probiotic Bifidobacterium lactis HN019,control milk
13778,2921405,"Incidence of pneumonia, severe acute lower respiratory infection (ALRI)",2.4 g/day of prebiotic oligosaccharide and 1.9×107 colony forming unit (c.f.u)/day of probiotic Bifidobacterium lactis HN019,control milk
13779,2921405,days with severe illness and high fever,2.4 g/day of prebiotic oligosaccharide and 1.9×107 colony forming unit (c.f.u)/day of probiotic Bifidobacterium lactis HN019,control milk
13780,4177066,importance of early reading aloud and of infant socialization,Early video administered  to first-time parents in modifying parental knowledge,Late video administered to first-time parents in modifying parental knowledge
13781,4177066,"the acquisition of positive attitudes towards early reading aloud, early exposure to music and parental socialization",Early video administered  to first-time parents in modifying parental knowledge,Late video administered to first-time parents in modifying parental knowledge
13782,3474778,The quality of water,high-performance water filter and jerry cans for safe storage,control
13783,3474778,Diarrhea longitudinal prevalence in children &lt;2 years,high-performance water filter and jerry cans for safe storage,control
13784,3474778,For all household members,high-performance water filter and jerry cans for safe storage,control
13785,3474778,Weight-for-age z-scores (WAZ),high-performance water filter and jerry cans for safe storage,control
13786,1065065,"cytokines, duration of ventilation and length of intensive care unit stay, and inspired fractional oxygen/arterial oxygen tension ratio",lornoxicam (8 mg administered intravenously every 12 hours for six doses),placebo
13787,5093191,"6-min walk distance, leg strength, chest strength , 30-s sit-to-stand result , and reach distance",exercise&nbsp;training intervention,provide usual care
13788,5093191,resting heart rate,exercise&amp;nbsp;training intervention,provide usual care
13789,3672718,RFS (relapse free survival) and OS (overall survival),"epirubicin (E) containing chemotherapy with cyclophosphamide, methotrexate and fluorouracil (CMF)","cyclophosphamide, methotrexate and fluorouracil (CMF) treatment."
13790,4733100,Community Healthy Activities Model Program for Seniors (CHAMPS) questionnaire at 12 months,"expert system-based, print-delivered physical activity intervention",control
13791,4733100,Community Healthy Activities Model Program for Seniors (CHAMPS) questionnaire at 6 months,"expert system-based, print-delivered physical activity intervention",control
13792,4733100,moderate-equivalent physical activity at 6&nbsp;months,"expert system-based, print-delivered physical activity intervention",control
13793,4733100,moderate-equivalent physical activity at 12 months,"expert system-based, print-delivered physical activity intervention",control
13794,1065070,extravascular lung water (EVLW),oleic acid 0.06 ml/kg intravenously over 30 min. , Sham operation; Escherichia coli lipopolysaccharide 15 ng/kg per min intravenously for 6 hours
13795,1065070,postmortem gravimetric extravascular lung water  (EVLWG),oleic acid 0.06 ml/kg intravenously over 30 min. , Sham operation; Escherichia coli lipopolysaccharide 15 ng/kg per min intravenously for 6 hours
13796,5976899,"range of motion (ROM), kinesiophobia, depression, and quality of life (QoL)",traditional physiotherapy-Mulligan mobilization (TPMM) group,traditional physiotherapy (TP) group
13797,5976899,"pain, Neck Disability Index (NDI), right/left neck rotation, left lateral flexion ROM, and mental health subcategory of SF-36",traditional physiotherapy-Mulligan mobilization (TPMM) group,traditional physiotherapy (TP) group
13798,3775760,area under the curve (AUC) for Rev,12 mg Opal-HIV-Gag(c) group,placebo
13799,4644318,Effective pain relief,"fluoroscopically guided epidural injection, through the Parasagittal interlaminar (PIL)","fluoroscopically guided epidural injection, through including transforaminal (TF)"
